idx,smiles
67635,CC12CC(N=CN1)C2=O
26882,CC1=C2CC=CN2C=N1
55698,OC(C#N)C(C#C)C#N
36685,C1C2C1C13CC21CCO3
18205,O=C1CC2C(C#C)C12
49617,O=CC1CN1C1COC1
112152,CCC1NC11CCC=C1
20081,C1CC1C1C2CC1O2
24008,C1C2COC3=CN=C1N23
22193,CCC(=NO)C#CC#N
90071,OC1CC2C=CC1C2=O
16443,CC1CC2CN2C1=O
62585,CC1(C)CC11CC(=O)N1
112420,CN1CC1C1NC1CO
7303,NC(=O)C(O)C(N)=O
89502,OC1CN2C1=CCC2=O
58012,CC(O)C12NC1CC2=O
125971,CN1N=CC(=N1)C1CO1
100025,CC(CO)C1NC1CO
42409,O=C1C2CC1N2CC#C
131529,NC1=NNC(=O)N=C1F
83993,CC1NC(=O)C(O)C1=O
86485,CC1C2CN2C11CC1O
129828,OC1CNC2=C1NN=N2
127462,N=C1C=NOC(=C1)C#N
69826,CC12CC3(C#C)C1CN23
51711,O=CCOC1CC(=O)C1
100296,CCN(C)CC(=O)OC
19510,C1C2C1C1OCC2O1
88485,CC1CC2(C1)CC=CC2
121025,CCOCC1CC2OC12
21126,N#CCC1=NOC=C1
368,CCC(N)C#N
109013,CCC1C2C3N1C2C3=O
61839,CC1(C)C2CC(C#C)N12
19770,C#CC1CC1C1CC1
67384,OC12CN(C1)C2CC#C
94584,OC1CNCC(=N)OC1
112140,COC1CC11CCC1C
13357,CC(C#N)C1NC1C
12555,OC12COC1CC2=O
45448,O=C1NC=CCC=CN1
131019,CC1=COC(=N)C(F)=C1
52262,CC#CC(C=O)C#CC
36318,C#CCNCC#CC#N
59804,NC(C=O)=NCC1CN1
45755,O=C1CCC11C2COC12
108278,CN1C(CO)C1(C)C=O
103284,COC1(CC(C)C1)C#C
27793,CC1=CC2=C(C1)OC=N2
114399,OCC1CCC2(CC2)C1
62345,CC1(C)OC(=O)C11CC1
127871,NC(=O)N1N=NC(O)=N1
127134,COC1CN2N=NC=C12
112131,CCC1CC11OCC1C
87164,CN1CC1C#CC1CC1
1904,CC12CC1(C)CC2
12788,CC1C2CC(C)C12C
81276,CN1C2CC2C=CC1=O
27842,CC1=CC2=C(CCO2)O1
3222,C1NC11CC2NC12
49464,O=CC1CC(C=C1)C#C
1914,O=C1CC(C1)C#N
77346,OC1C2C1C1(O)COC21
119736,CCOC1COC1CO
14929,O=CC#CCC1CO1
115027,COC1CCCOC1C
102193,CCC1(O)C=CNC1=O
17592,C1CN(C1)C1COC1
122019,C1C2CC3=C(ON=N3)N12
88941,CC1CC2(C1)OCC2O
130504,FC1=NC(F)=NC(=O)O1
76115,CC1C(NC11CC1)C#N
55142,NC(=O)CC1OC1C#C
86668,CC1CC11CC(C1)C#N
57993,CC(C)C12CC1N=CO2
17475,CC1OC1(C)C1CO1
6446,CC1(O)CC1(O)C=O
96916,CNC(=O)C(=O)CC#N
58820,CC(O)C1CCC11CN1
21590,O=CN1N=NOC1=O
86976,OC1CC11CCC1C#C
85031,CC1=C(CC(O)C1)C=O
44196,O=C1OC2C3CCC3C12
89688,CC12CC3C1N2CC3O
48757,O=CC1=CCC(=O)OC1
83529,OC1C=CN2C1CC2=O
47891,O=CC1(CC(=O)C1)C=O
126763,CNC1=NOC(C)=C1C
88488,CN1CC2(C1)CN=CO2
104098,COC1(CCC#N)CC1
25341,CC#CC1=CC=C(C)N1
122710,CC(=O)C1=CN=NC=N1
112722,CCC1CC2(CN12)C#N
7011,CCCC(=O)CC=O
115916,CCCC(=O)CC1CN1
77914,CC1C2OC3C4C(C23)N14
101255,COC(CO)C1NC1C
41851,N=C1OCC1C(=O)C#N
69241,OC12CC1CC(=O)C=C2
58362,CC(O)C1C2CC1C=C2
128591,NC1=NOC(=N)C=C1O
114491,COC1CCC2CC2C1
48901,O=CC1C(C#N)C1C#N
71192,CC12CC3CN1CC23O
114642,CCC1CCOC(=O)O1
47862,O=CC1(C#C)C2CCC12
19876,CC1C(C2CO2)N1C
98253,OCC(C#N)C(=O)C#C
1240,CC(C)OCC=O
126854,COC(C)C1=CC=NO1
99031,CC(C)C(C)(CO)CO
80058,CC1C2CC1(O2)C(N)=O
96543,CCC#CC1C(C)N1C
12726,CC12COC1C2C#C
111614,COC1CC(C=O)C=C1
88516,CC1CC2(CC#N)CN12
25563,NC(=O)C1=COC(N)=N1
85040,CC1=CC(C)(C)C(O)C1
31713,COC1=CC=CC(C)=N1
58127,CC(O)C1=C(C)COC1
16535,O=CC1=CC2CN2C1
78097,CC1C2C3C=CC2(C)C13
70473,OC12CC3C1C2C31CO1
89320,CC1CC2C(C)(C)C12O
94083,CC1CCC2CC2C=C1
73621,CC1=CC2C(CC2=O)C1
93803,CC1CCC2C1NC2=O
18444,O=C1C=CCN2CC12
113461,COC1CC2CCC=C12
109195,CCC1N2C3CC2C13O
120600,CCC(CO)OCCO
1781,NC(=O)C1(O)CC1
92509,OC1CNC(C#C)C1=O
105126,COC12CN(C1)CC2O
29296,CN1C(=O)OC=C1C=O
69466,OC12CC1CC2(O)C#N
44128,O=C1NC2C3CC3OC12
55825,CC(C#C)C1(C)OC1C
50488,O=CNC(CC#C)C#C
96600,OCC#CC1OC1C=O
116293,COCC(O)(C=O)C=O
18252,COC1C2OC(=N)C12
96924,CCC(=O)C(=O)OC=N
70360,CC12CN3C(CCC1)C23
59772,NC(=O)C(O)C1COC1
25857,CC(O)C1=NC(C)=CO1
32614,CCOC1=COC(=N)N1
91889,CC1CC=CC1OC=O
116125,COCC(C#C)C1CO1
46369,O=C1COC2CC12C#C
15417,CC1=C(CO)CCC1
38113,C1C2OC22C=CC3C1C23
105044,COC12CC(C1)C21CO1
96754,CCC#CCCC#CC
92446,OC1CCC(=O)CC=C1
112260,CCC1OC1C(=O)OC
107667,OCC1=CC2CC2C1O
45046,O=C1OC2CCC3C2N13
72347,OC12COC1CCOC2
22290,CC1=NCC(CO1)=NO
39107,O1C=NC2C3C4C1C2N34
51702,N=C1CC(COC=O)O1
74297,CC1=CCC23CC(O2)C13
94571,OC1CCCC(=N)OC1
24876,N=C1C=CN=CNC1=O
19106,C1OC1C#CC1CO1
3903,OC1=C(O)C=NN1
27396,NC1=NC(O)=C(N1)C=O
110494,OCC1C2CCCOC12
9254,CCCCC(O)C=O
113721,OCC1NCC(=O)C1=O
30107,CN=C1NC=NC(=O)O1
7706,CC(=O)OC1CC1O
41166,C1OC2C1C21OCC=C1
57445,CC(O)C(C)CC(N)=O
86096,CC1CC1(O)C1CCC1
36470,C(C1CN=CO1)N1CC1
119225,CC(C)N1CC1CCO
68446,CC12CC=C(C=O)C1O2
24368,C1CC2=NC=CN2C=C1
122056,C1C2CN3N=CN=C3C12
101101,COC(CO)C#CC#N
69883,CC12CC3(O)C1OC23C
126447,CN=COC1=CNN=C1
32967,N#CC(C1CC1)C1CC1
74350,CC1=CCN2CC1(O)C2
35995,N#CCC1CC2OCC12
67,CC(O)C#N
5670,C1CC2=COC=C2N1
99458,CC(C)C(O)C(O)CO
34183,N#CC1=NCC=CCO1
97347,COC(=O)C12CC1OC2
1137,CC1(C)CC1(C)O
37736,C1CC=CC2OC2C=C1
122122,C1C2OC1C1=C2NN=C1
70068,OC12CC3(CCC13)OC2
100699,CCN(C=N)C(=O)C=O
103485,OCC1(CO)CCC1=O
53498,CC(=O)C(C)(C=O)C=O
42800,O=C1C=C2CC3OC1C23
32696,CCOC1=COC=C1C
62544,CC1(C)NC1(C)CC#N
82261,CC1C2CC(O)CCN12
127606,N=C1NN=NC(=N1)C#N
91830,OC1CN=CN(C1)C=O
120039,CCOCC#CCC#C
129410,OC(C=O)C1=CN=NN1
90640,CC1OC2CC1CC2O
80998,CC1C2OC2C1(O)C#N
4138,ON=C1CNC11CC1
36379,N#CCCCOCC#N
70870,CC12CC3C4NC4C1N23
71807,CC12COC11COC1C2
48364,N=C1NCC2OC12C=O
56006,CC(C#C)N1C(C)C1C
60905,CC(NC=O)C1CC1O
77656,CC1N2C3C1=CCC23C
51944,O=CCCOCC1CN1
83781,CC1N=COC1C1CN1
77677,CC1C2C3C(N2C)C13C
40346,C1OC1C1CCC2CC12
131124,CN1C=C(F)N=CC1=O
99420,COC(C)C(C)(O)CO
30518,CN1C=NC(O)=C1CO
52099,CC#CC(=N)OCC=O
9191,CCC(=O)NCCO
89981,CC1OC2C3OC3C2O1
104095,CCC1(CCC#N)CN1
73088,CC1=C2NCC2CC1=O
88307,CC12CC(O)C(=O)C1N2
6314,CC(CO)CC(C)=O
81909,CC1C2N1CC1NC21C
127047,COC1=NN(C)C=C1C
60430,CC(CC#CC#C)C=O
37564,C1C2C=C3CC4C1N2C34
29341,CN1C(O)=CC(O)=C1O
123491,CC1=C(N=NO1)C(N)=O
125243,CCN1N=COC1=NC
85327,CC1OC(C)C1OC=N
68480,CC12CC1C(CC#C)O2
123257,CC(O)CC1=NOC=C1
88964,CN1CC23CC(O)(C2)C13
76997,OC1C2C(O)C=CC12O
93992,CC1CCC2NC1C2=O
40000,C1NC1C12COCC1N2
54499,CC(=O)C1CC2NC2C1
44835,O=C1CC2OC3COC123
64027,OC1(CC1)C(=O)C1CC1
28594,CC1=CC=CC=C1C#N
66994,CC12OC(=N)C1C2C=O
96075,CN=C1OCCCC1C
95318,OC1COCCN2CC12
8544,COC(C)(CO)C#C
88090,CC1CC2(O)C(C=O)C12
99448,CCC(O)C(O)C(C)=O
90911,OC1CC2OC2C1C=O
11083,CC1CC(C=C1)C#N
61285,OC(CCCC#C)C=O
131123,CN1C=C(F)N=CC1=N
28796,NC1=COC(=O)C(O)=C1
110451,OCC1C2COC=NC12
50712,O=CCC12CCCC1O2
31692,CNC1=CC=CC(O)=N1
107405,OCC1=CC(=O)NCC1
115845,CCCC(=N)OC(C)=O
74675,CC12OC1(C)C(=O)C2O
7344,CC1(CC#C)COC1
45114,O=C1CC2OCOC2C1
3208,OC12CC1C1OC21
93633,CC1OCC2(CC12)C=O
131825,OC(C1CO1)C(F)(F)F
3000,N#CC#CC1CO1
98119,CCC(=O)COCC#C
69229,OC12CC1CC(=O)C2=O
26890,NC1=C2CCN2C(=N)O1
29925,OC1COC2=C1C=CN2
97094,CNC(=O)C(O)C1CN1
111070,COC1CC(=O)NC=C1
19937,O=C1N2C3C2C2C3N12
92756,OC1CCC(O)C11CC1
121061,CCCOC1COC1=N
94527,OC1CCCC(=O)C=C1
117878,OCCC12CC(N1)C2=O
84644,CC1NC(C#N)C1(C)C
42278,C#CC1C2C=CC1C2=O
114799,CCC1CCOC1=NC
64545,CC1(CC2(CC2)N1)C#N
88769,CC1OC2(CC2)CC=C1
27122,CC1=CC(=N)NC(=N)O1
76236,CC1C(OC1C#C)C=O
5242,NC(=O)C1=CN=CO1
42897,O=C1C=CC2CN=CN12
90834,CC1(O)C2NC2CC1O
86866,OC1CC11CC(=O)CO1
131576,OC1=NC(=O)C(F)=NO1
28671,CC1=NC=CC=CC1=O
119543,CCOC1CNC(=O)C1
96141,CN=CNC(=O)C(N)=O
11754,CC12CCC1(N2)C#C
117507,CC1(CCO)CCCC1
128673,NC1=NOC=C1NC=O
70996,OC12CN3CC(C=C1)C23
112091,CCC1OC11CCC1=O
25680,NC(=O)CC1=COC=N1
15629,CCCC(O)C1CC1
59275,CC(C)CC1C2CCC12
9559,CC1(CNC=N1)C#N
60635,CC(=O)C(O)CC1CN1
71095,CC12CC3CC1C2(C)O3
38729,C1C2CCC3C4CC23C14
129292,O=CN1C=C(C=O)C=N1
37649,C1C2C=CC3C=CC2N13
64601,CC1(OC2CC1C2)C#C
129971,OCC1=CON=C1C#C
3362,OCC1C2COC12
40980,C1OC2C3C4CCC12C34
46648,O=C1COC2OCCC12
118999,COCC1OC(C)C1O
128193,NC1=CC(CC#C)=NN1
101424,COC(CN1CC1)C=O
48171,O=CC12CC(C1)CCC2
86423,CC1NC11C2OC1C2O
87134,CC1OC11CCOCC1
21255,N=COC1=CON=C1
112387,OCC1NC1C1(O)CC1
68695,CC12CC1C1(CC21)C=O
44962,N=C1OC2OCC1C=C2
39179,C1CC(C1)=C1CCCC1
89481,CN1CC2C(NC=O)C12
56482,CC(C)(O)C(=O)C1CC1
85614,CC1CC(C=O)C1(C)C
127528,N=C1N=NOC(=N1)C#N
73131,NC1=CC(=O)N(C1)C=N
19263,COC1C2OC1C=C2
56170,CC(C#C)C1CC2OC12
99777,COC(C)C1(CN1)C#N
56848,CC(C)(CC#N)NC=O
41460,C1CC2COCC1CO2
23103,ON=C1CC=C2CCC12
87283,CC1NC1C(C#C)C#N
95147,CN1CCNCC(=O)C1
66329,OC12C3CC1C1C3OC21
116461,CCCC(C)C(=O)C=O
54909,CC(=O)NC(C)(C)C#C
72625,CC12CCCC1C1OC21
19449,CC1C2CC3OC2C13
84789,CC1CC(C)(C#N)N1C
76628,CC12COC1(C#N)C2N
106889,CCC12CCC=C1CO2
104820,CCC12C3CN4C(C13)C24
16093,OC1CC2NC12C#C
116730,CCCC(C)OC(N)=O
127860,NC(=O)N1C=NOC1=O
45053,N=C1NC2=CCOC2O1
2371,OC1CC11CCO1
14854,COC(C#C)C1CC1
31356,CN1C(CO)=CN=C1C
118287,OCCC1=CC(O)CC1
79067,CC12C3C=CC(C1O)N23
31644,OCC1=NC=CC(=N)N1
86814,OC1CC11NC2COC12
94775,CC1OCCC1(C)C#N
90124,CC1OC2CC(=O)C12C
106509,CCC12OC3C1N(C)C23
128051,NC1=C(NN=C1O)C#C
74765,CN1C(=N)C2OCC12C
16699,OC1CC2OC2C=C1
108961,CC1C2C(CO)C2C1O
73047,CC1=C2CC3C(CC1)C23
91385,OC1CC2CCC1CC2
125659,CN1C=C(CC=O)C=N1
131250,OCC1=CC=NC(F)=N1
78856,CN1C2C3OCC1C23C
130950,NC1=C(O)C=CN=C1F
97217,CNC(=O)C1(O)CC1C
129619,OC1=NN=C2OC=CN12
100777,CCN(C=O)C1(C)CC1
53039,CC#CCC(C)CC#N
80280,OC1C2OC1C(=O)C2O
35336,C#CC1COC2CC2N1
54336,NC(=O)C1CC1(O)C#N
132003,CC12C3C1N1CC3N=C21
67535,CC12CC(CCC=C1)O2
86796,OC1CC11CC2NC2C1
20854,CN1N=CC(C)=C1C
86704,CC1NC11CC2(C)OC12
102645,CCC1(C)CC2CC12O
119712,COCC1OCC1C=O
129630,OC1=NNC(=N1)C1CN1
26204,CC1=C(O)OC=CC1=O
66563,OC12C3OC3C1C2C#C
6899,CC1CC(=O)C1(C)O
29144,CC1=COC2=C1COC2
116138,OCCC(C#N)N1CC1
30822,CCC1=C(NC)N=CN1
22063,CN1CC(=O)C(C1)=NO
111012,OCC1OC(=O)NC1=N
104995,CCC12CC(C1)C(C)C2
131950,CC(CCO)C(F)(F)F
117473,CCCC1(C)CCC1C
92734,OC1CCC(O)C(O)C1
108197,OCC1C(O)C(O)C1=O
28054,CC1=CC(O)=CN=C1C
122792,CC(=O)N1N=CN=C1O
100017,COC(C)C1CN1C=O
102985,CCC1(C)OCC=C1C
85210,CC1CC(O)CN1C=O
47766,O=CC(C=O)(C=O)C=O
106050,CCC12CN1CC1OC21
55349,NC(=O)COC(=N)C#N
118743,CCOC1C2CN2C1=N
96655,CCC#CC1CCC=C1
77668,CC1C2N3C1C(=O)C23C
15269,O=C1CCNC1C#C
111117,CCC1CC(C#N)C1O
93253,OC1COC11CN2CC12
82512,CC1(C)C2CCC1C2O
25029,N=C1NC=NC(C=O)=N1
80590,OC1C2NC1C2N1CC1
66241,NC12C3NC1C(=O)OC23
3586,C1C2C3CCC1C23
60777,OC(CC=O)(C#C)C#C
128129,NC1=C2CC=CN2N=N1
127691,N=C1ON=NC(=N)C=C1
48728,O=CC1=CC2CC3C1N23
69094,OC12CC1C1CCCC21
94415,OC1CCC=CC=CC1
87202,CN1CC1C(=O)C(N)=O
121934,C(N1CC1)C1=CNN=N1
55281,NC(=O)OC1CCCO1
87831,OC1CC1CC#CC#N
124732,CCC1=CN(C)N=C1O
120066,CCCOC(=O)C#CC
7333,CC(C)C(O)C(C)C
130091,OCCCC1=NC=NN1
23472,CC1=CN=C(F)N=N1
86997,OC1CC11CCN1C=O
27058,CC1=CC(=O)C=NC=C1
94394,CC1COC=NC1C=O
111232,OCC1CC(O)(CO)C1
56463,CC(O)(C#N)C1CCC1
112077,OCC1CC11CC=CC1
34503,C#CC1C2CN3C2CC13
54635,CC(=O)C1NCC1C#N
47197,O=C1CCC=CCCN1
60543,CC(NC(C)=O)C1CN1
55119,CC1(C)NC1CC(N)=O
37647,O1C2C=CC3C=CC1C23
312,CC12CC(C1)O2
1182,CCC(C)(C)OC
54796,CC(=O)NC(=O)C(C)=O
15967,OCC12OC1CC=C2
103214,OCC1(CC(=O)C1)C#N
78525,CC1C2C3OC2C3C1=O
69282,OC12CC1NC(=O)NC2
15450,OCC1N=COC1=O
50887,O=COC1C2C3CC2C13
118390,CCCC1=CCOCC1
88126,CC1OC2(C)C1NC2=O
85257,CC1CC(O)C1(C)C=O
120261,CCOCC(C#C)C#N
40320,C1CC1C1CCC11CO1
70210,CC12CN3C(C13)C(=O)O2
53149,CC#CCC1OCCO1
105906,CCC12CN1C1COC21
841,CC1=NC(N)=CO1
10277,C#CC1(CC#N)CO1
21939,OCCC(CC=O)=NO
1589,CC(O)C(=O)C#N
32205,CCN1C=NC(C)=C1C
111169,COC1CC(C)(O)C1O
101886,OCC1(O)C2C3CN2C13
70604,OC12CC3C1NC23C#N
122141,C1C2OC2C2=CON=C12
91169,CC1CC2CC=CC12O
30298,CCC(O)C1=CNC=N1
53596,CC1(C2CC1O2)C(N)=O
111736,OCC1OC1(C#C)C#N
77137,CC1C2C1C(=O)C2C#C
8555,CCC(C)(CO)C=O
125241,CCN1N=CN=CC1=N
1893,CN1CC2(O)CC12
46192,O=C1CCC2C(C#N)N12
102066,OCC1(O)C2NC2C1=O
47715,O=CC(=O)COC1CC1
44778,O=C1OC2CC3OC1C23
101108,OCC(CO)C#CC=O
39549,C1OC11CC2C3OC2C13
52875,CC#CC1CC=C(C)C1
44010,O=C1CC23CC(C2)C3N1
128945,O=C1COC2=CN=NN12
68399,CC12CC(N)(C#N)C1O2
65715,CC12C3C4C(C13)N4C2=O
35871,N#CCN1C2COCC12
53789,NC(=O)C1(CC=O)CN1
14404,O=COCC#CC#N
53602,NC(=O)C1(O)C2CC1O2
1395,OC(CC#N)C=O
42263,O=C1C2C3CN4C3C2C14
128495,NC1=NNC(C#C)=C1N
66540,OC12C3NC1CCOC23
8468,OC(C#C)(C#N)C#N
7922,CCC1C2CC1(C)C2
108352,CC1C(CO)N1C(C)=O
101728,CC1(O)C(O)C1(C)CO
64839,CC1(CC=O)COCO1
54716,NC(=N)N1CCCC1=O
59067,CN(C)CC(=O)CC=O
18615,O=C1OC2C3NC1C23
28501,CC1=C(C)C(N)=CC=C1
36949,C1C2C1N1CC3C1CN23
130769,NC1=CC=C(F)C(F)=C1
22554,ON=C1CCCOCC1
22164,CCC(=NO)C(=O)NC
7802,NC1CC(=O)OC1=N
125293,CCN=C1NN=C(O)N1
130017,OCC1=NNC(=O)N=C1
130138,OCCNC1=CON=C1
106187,NC1=NCC2OC12CO
19988,C1C=C2C=CC3C1C23
126954,COC1=CC(=NN1)C#C
37198,C1C2C3C4C3C3C4C1C23
642,C1C2OC1C=C2
72031,CC12NCC1C2(N)C#N
71028,CC12CC3CC1(C#C)N23
96307,CCC#CC(=O)C(N)=N
60142,CC(C=O)C1COC1=O
33402,N#CC12CC3(CO3)C1O2
126689,CNC1=NN(C)C(=N)O1
104341,CCC1(OCC=C1)C#C
1749,NC1CC1(O)C#N
88264,OC1CC2(O)CC12C#N
110009,COC1C2NC2C1C=O
122101,C1C2NC2C2=NOC=C12
99404,CCC(C)(O)C(C)OC
62068,CC1(C)C2NC2C2OC12
57412,CC(C)C(O)C1NC1C
117735,CC1OC1(CCO)C=O
46008,O=C1OCC2(CN12)C#C
26364,NC1=C(O)NC(O)=C1O
62381,CC1(C)OC(=O)C2CC12
93098,CC1(CCC1O)OC=N
82100,OC1C2OC=NC2C1=O
113990,CCC1CCC(C1)C#N
66300,OC12C3CC1C(C=O)C23
87249,CC1CN1C(=O)NC=N
123534,CC1=C(O)C(C=O)=NN1
123661,CC1=CC(=O)NN=C1N
26552,NC1=C(O)C=CC(=N)O1
23882,C1C2CC1C1=C2OC=C1
70041,CC12CC3(OC1C23)C=O
42355,O=C1C2CC1C(=C2)C#C
114140,OCC1NCC1(O)C#N
124737,CCC1=CN=C(O)N=N1
101297,COC(CO)CC(C)=O
35363,C#CC1COC2CCC12
96115,CN=CN(CC=O)C=O
119168,COCC1NC11COC1
42898,O=C1C=CC2NC=NC12
94686,CC1CCOC(C)CO1
121972,C1=NN2C=CC=CC2=N1
77700,CC1(O)C2C3C(O)C2C13
94598,OC1CCCC(=C1)C#C
112713,COC1CC2(CO)OC12
61616,CC1(O)C(NC1=O)C=O
51601,O=COCC1(CO1)C#C
84434,CC1CC(=N)OC1C#N
55147,NC(=O)NC1CC1C#N
83640,CC1C=CC2CC2C=C1
121716,COCCOCCCO
128116,NC1=C(ON=N1)C1CO1
86341,CC1CC11C2C3CN1C23
39486,C1OC11C=CC2CCC12
47076,O=C1OCCC2CC1O2
43753,N=C1OC2C1C21COC1
30955,COC1=CC(=O)C=CO1
63769,OC1(CC#N)CC1C=O
35531,N#CC1CCCOCO1
47194,N=C1COC=NCCO1
30946,CNC1=NC(=N)C=CO1
33812,C#CC12NC3COC1C23
119657,COCC1OCC11CO1
22415,OCC12CC(O1)C2=NO
93818,OC1CCC2C1CC2=O
98822,CCC(C)(O)C1CCO1
67879,CC12CC1(O)C(C2)C=O
51054,O=CCC1CC(C1)C#N
113281,COC1CC2CC2(C)O1
113575,COC1CC(C)N=CO1
86836,CC1OC11CC=CC1C
6947,CC#CC(=O)NC=N
117942,OCCC12CC1(O)CO2
92265,CC1NCC(=O)C2CC12
47745,O=CC(C#C)C1COC1
24040,C1CNC2=COC=C2C1
43590,O=C1NC23CC4C2NC134
103050,CC1OCCC1(C)CO
47131,N=C1OCOC2CNC12
77095,CC12NC(C#N)C1C2O
112303,CC(C#N)N1CC1CO
106630,CCC12OC3C4C(C14)C23
64499,OC1(CC1CC#N)C=O
35144,N#CC1OC2COCC12
62702,CC1(C)CC1C1COC1
127281,N#CC1CC2=CN=NN12
82739,CC1C2CCC3C2C13O
98032,COC(=O)COC(N)=O
124326,CC1CC2=C(NN=N2)N1
10560,CC(O)C1(CO)CO1
67882,CC12CC1(O)CC2C=O
25102,N=C1OC=C(C=O)C=C1
111690,COC1CC(OC)C=C1
83277,CC1C=CC(=O)C11CO1
118414,CCOC1C(C)C1(C)O
28918,NC1=COC(=C1)C1CO1
42433,O=C1C2CC1OC(=O)O2
70501,CC12CC3C1C2OC3=N
15942,O=CC12CC1OCC2
103289,COC1(CN(C)C1)C#N
8142,OC1CC(C1)NC=O
52153,CC#CC(C)(C)CC=O
53862,CC(=O)C12CC1(O)CN2
56398,CC1(CN1)C(O)C(N)=O
91105,CC1CN2CC3OC1C23
31274,CCC1=CC(CC)=CN1
126482,CNC(=O)C1=NOC=C1
13865,CC1C(O)C11COC1
37527,C1C2C3OCCOC1C23
109432,OCC1C2OC(C#C)C12
16515,C#CC1=CC2OC2C1
120119,CN(C)C(=O)OCCO
112758,OCC1CC2(NC12)C=O
114370,COC1CCC2(C)CC12
90148,CC1CC2OC(=O)C2C1
45988,O=C1CCC2(CC12)C#N
70650,CC12OC3C1OC=NC23
